"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1995,1996,1997,1998,1999,1999Q1,1999Q2,1999Q3,1999Q4,2000,2000Q1,2000Q2,2000Q3,2000Q4,2001,2001Q1,2001Q2,2001Q3,2001Q4,2002,2002Q1,2002Q2,2002Q3,2002Q4,2003,2003Q1,2003Q2,2003Q3,2003Q4,2004,2004Q1,2004Q2,2004Q3,2004Q4,2005,2005Q1,2005Q2,2005Q3,2005Q4,2006,2006Q1,2006Q2,2006Q3,2006Q4,2007,2007Q1,2007Q2,2007Q3,2007Q4,2008,2008Q1,2008Q2,2008Q3,2008Q4,2009,2009Q1,2009Q2,2009Q3,2009Q4,2010,2010Q1,2010Q2,2010Q3,2010Q4,2011,2011Q1,2011Q2,2011Q3,2011Q4,2012,2012Q1,2012Q2,2012Q3,2012Q4,2013,2013Q1,2013Q2,2013Q3,2013Q4,2014,2014Q1,2014Q2,2014Q3,2014Q4,2015,2015Q1,2015Q2,2015Q3,2015Q4,2016,2016Q1,2016Q2,2016Q3,2016Q4,2017,2017Q1,2017Q2,2017Q3,2017Q4,2018,2018Q1,2018Q2,2018Q3,2018Q4,2019,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,
"World","001","Shares of Allocated Reserves, Shares of U.S. dollars, Percent","RAXGFXARUSDRT_PT","Value",,,,,,"71.1888689871011","72.1259318040904","70.6847562342032","71.0139314733965",,"71.4597845833711","72.0208494261706","72.298765274525","71.1293291616768",,"72.3065929328344","72.7020115517766","71.3991401382548","71.5147520550529",,"71.6239454954081","68.4885630447785","67.4877878510977","66.5012155497516",,"66.379255124892","66.2227744986773","66.6526239721048","65.4498050139392",,"67.0888397537869","67.3929234716072","66.8876364426536","65.5066423744361",,"65.1423722384874","65.8079144096217","66.0760543816945","66.5146559112444",,"66.1575757479812","65.7088321546511","66.111206991757","65.0444362319489",,"65.0541062551749","64.8796415420207","63.9043020262803","63.8746484103577",,"62.9363964048204","62.5886234032203","64.1693580338698","63.7653525297965",,"65.1791862616542","62.8060194013862","61.556923896735","62.1455549783051",,"62.1676738402274","62.925369148829","61.9485433275219","62.2396290480689",,"61.4226690400725","60.8813450348872","62.0223946559547","62.6923029874452",,"61.8483742962503","61.7602755374239","61.4033428314112","61.4910438309247",,"62.0259497098032","62.0697949079562","61.6440116648723","61.2710221424899",,"63.0301350000946","63.0751246377295","64.6139069660058","65.1660489871864",,"65.9988494283813","65.2929209424736","65.5439336523538","65.7446183943106",,"65.4618865060536","65.223979904374","64.7015573661945","65.3566539846",,"64.6862677934306","63.8414557206038","63.5307885423569","62.7241839892763",,"62.7907822148045","62.4012285177589","61.9368249615335","61.7431746325587",,"61.7343865096475","61.2693492329373","61.5805572935302","60.723633230067","61.7922044428442","61.2372700468131","60.4644630992344",
"World","001","Shares of Allocated Reserves, Shares of other currencies, Percent","RAXGFXAROCRT_PT","Value","4.87008079425605","4.48108820002176","3.86211487810521","4.50298507519879","1.59699295032739",,,,,"1.49328938886263",,,,,"1.31167381774347",,,,,"1.57866123169671",,,,,"2.00667492708436",,,,,"1.87046171896157",,,,,"1.74242483039144",,,,,"1.8076520172842",,,,,"1.83480983370909",,,,,"2.19750508637107",,,,,"2.88338070854903",,,,,"4.26895705796693",,,,,"5.33331064525873",,,,,"3.21411703105771",,,,,"2.79418420231511",,,,,"2.78679861894141",,,,,"2.82793156761504",,,,,"2.33681834002349",,,,,"2.43181644272274",,,,,"2.47005552482572",,,,,"2.53211224370892",,,,,,,,
"World","001","Shares of Allocated Reserves, Shares of other currencies, Percent","RAXGFXAROCRT_PT","Value",,,,,,"1.62345483757504","1.63655031441804","1.70319953131544","1.59699295032739",,"1.51980921494782","1.50528678143311","1.34827133598245","1.49328938886263",,"1.4234089090728","1.40082546479801","1.40575723512418","1.31167381774347",,"1.33729388427744","1.63296695549157","1.73139076108387","1.57866123169671",,"1.71566508225214","1.83682851095018","1.81795030780727","2.00667492708436",,"1.95328360216479","1.8905687010641","1.91799638940585","1.87046171896157",,"1.79350272762828","1.71382102217014","1.77650831668206","1.74242483039144",,"1.58437359012915","1.72156707522426","1.72736330089887","1.8076520172842",,"1.97629527634727","1.99536326549253","2.13915555648252","1.83480983370909",,"2.19550666108402","2.1995275120919","2.10088533093285","2.19750508637107",,"2.12219122573161","2.20241302580579","2.82602937624361","2.88338070854903",,"3.36752367026317","3.58180459511123","4.0046677067193","4.26895705796693",,"4.56212417356385","4.72262964697454","4.72421203473925","5.33331064525873",,"5.42419954762116","5.40852470403222","5.87082043103628","3.21411703105771",,"3.31513465271214","2.84439533732781","2.90435859095388","2.79418420231511",,"2.66487672083437","2.70757049819081","2.78588636270221","2.78679861894141",,"2.79072713187612","2.86107096614849","2.91586147816253","2.82793156761504",,"2.95512214677527","3.01524986044867","3.13673510240695","2.33681834002349",,"2.31539468369254","2.22258845717969","2.32102851525265","2.43181644272274",,"2.45458288762102","2.41167971405495","2.52758694951136","2.47005552482572",,"2.41743994925404","2.45427583841858","2.40572305984504","2.53211224370892","2.26932263322048","2.52617470905829","2.55527163843082",
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","Value","2035748709","2253805000","2175258200","2024091079.96558","1833679586.2403",,,,,"901421723.42",,,,,"458673852.92",,,,,"697660423.773884",,,,,"857979868.181494",,,,,"1171613234.73184",,,,,"715281291.631948",,,,,"1138283600.25564",,,,,"1674269762.09917",,,,,"1844600166.30587",,,,,"788815079.503811",,,,,"1426106613.84627",,,,,"1721285144.55378",,,,,"4378684660.03101",,,,,"3494326618.61746",,,,,"2468395565.08165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","Value",,,,,,"1848003497.62","1806910912.1","1831042202.2","1833679586.2403",,"973724592.52","889604147.483726","836640567.54","901421723.42",,"799762243.26","644858395.72","300726352.2","458673852.92",,"501179498.717701","559422975.393107","549001839.142224","697660423.773884",,"763110716.500914","700437783.769819","723833102.904766","857979868.181494",,"1095301830.37836","1135415047.96777","1154083676.92514","1171613234.73184",,"1056217429.92383","756970978.828564","738880942.953048","715281291.631948",,"667418451.650994","418020664.351366","776118444.202171","1138283600.25564",,"1255021642.82181","1011388947.32226","1117045727.1466","1674269762.09917",,"2248464458.63166","2599888269.64176","2652150735.13256","1844600166.30587",,"1566850189.27438","1541669499.74745","776565811.273613","788815079.503811",,"1089624444.08154","1038091110.82192","1812297454.5378","1426106613.84627",,"1609262632.55407","1481923975.60269","2370453118.36934","1721285144.55378",,"2448944920.83639","2177785228.57869","5054269356.30266","4378684660.03101",,"3285598096.44556","3195912489.21284","3411107522.95532","3494326618.61746",,"3436248276.29343","3435261706.2945","3365607203.64658","2468395565.08165",,"2018598588.35056",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","Value","196275185886","233859806000","271078270000","268423259111.752","272652047855.173",,,,,"305922976745.46",,,,,"328283747620.534",,,,,"341462227545.584",,,,,"406210869393.829",,,,,"506669869102.084",,,,,"625406079335.626",,,,,"802396885513.39",,,,,"1201135440002.52",,,,,"1198736670930.92",,,,,"1254770893650.7",,,,,"1433045574089.38",,,,,"1519133294543.08",,,,,"1677026840589.54",,,,,"1703477966601.25",,,,,"2234946802777.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","Value",,,,,,"253749951000","270058925000","267980075040.41","272652047855.173",,"279399764234.37","277893644598.99","294001864763.972","305922976745.46",,"313356357333.563","326998132465.126","338107111213.205","328283747620.534",,"332281409276.055","336859594458.927","331703984670.209","341462227545.584",,"353194703664.299","376070637043.015","383726295791.93","406210869393.829",,"420882529061.979","431292596131.793","446319745424.764","506669869102.084",,"520356635260.16","540398227785.094","576895443477.081","625406079335.626",,"668943178798.188","698574129985.643","748257007092.736","802396885513.39",,"901502659493.639","1013628091579.93","1076232785658.87","1201135440002.52",,"1297661604386.22","1332495122006.37","1344123926260.53","1198736670930.92",,"1171068005198.55","1181626445037.17","1194841943531.69","1254770893650.7",,"1281310856689.26","1312058119567.47","1401055296808","1433045574089.38",,"1502338922719.8","1539371010131.3","1541794667043.08","1519133294543.08",,"1550227268726.85","1598551775648.11","1653892792122.47","1677026840589.54",,"1712043093671.58","1708268796218.95","1724527416014.28","1703477966601.25",,"2238813900182.58","2280097438965.59","2295949573366.97","2234946802777.98",,"2181293930767.87",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","Value","935656614757.891","1020220978354.17","1014298482561.91","1027113819247.21","1126703268002.95",,,,,"1222509199599.62",,,,,"1252612189999.96",,,,,"1450484389489.55",,,,,"1775880600909.78",,,,,"2081409409595.42",,,,,"2091131424797.29",,,,,"2271671030476.91",,,,,"2458547319479.12",,,,,"2518432380981.49",,,,,"2809626754733.53",,,,,"3129125885576.47",,,,,"3446222015787.17",,,,,"3723273462648.49",,,,,"3841846401618.11",,,,,"3876138133188.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","Value",,,,,,"997757436991.067","1022908148273.57","1075250293884.57","1126703268002.95",,"1137255761526.5","1182985811454.84","1190663223847.68","1222509199599.62",,"1205064118516.47","1193007761656.28","1249448228020.26","1252612189999.96",,"1263824700364.76","1368294748128.53","1413308926360.4","1450484389489.55",,"1474417228242.2","1563899213423.85","1653686141686.88","1775880600909.78",,"1965888294851.62","1956244078689.79","1980436617626.71","2081409409595.42",,"2084608115604.81","2080697917452.04","2074616955436.25","2091131424797.29",,"2111983036079.5","2163539492620.73","2196619921425.22","2271671030476.91",,"2311342544184.04","2345872341313.67","2405640486930.41","2458547319479.12",,"2574340355703.06","2539995730429.83","2473231450193.64","2518432380981.49",,"2479363821838.12","2633685004281.35","2743569432921.97","2809626754733.53",,"2859739614466.24","2961769372818.23","3135137255213.93","3129125885576.47",,"3200570316777.23","3272951121207.1","3372018751929.08","3446222015787.17",,"3468160038167.71","3571522722175.72","3680614472557.18","3723273462648.49",,"3703006250935.65","3699919907122.62","3795971151338.65","3841846401618.11",,"3899326274134.22","3944227308122.02","3867177460497.56","3876138133188.47",,"3946097251458.63",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","Value","54124180000","64949053000","57161065000","65975295000","73453200045.2018",,,,,"80840093538.05",,,,,"68388734018.1699",,,,,"69362544708.4573",,,,,"80725949088.9328",,,,,"90826184606.3205",,,,,"86671265629.0292",,,,,"84618625353.6095",,,,,"85976746349.4476",,,,,"94034827900.3971",,,,,"95403153038.0166",,,,,"121197546892.924",,,,,"132940141008.31",,,,,"165734615416.828",,,,,"155484609861.913",,,,,"155668122278.858",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","Value",,,,,,"60453518165.9707","58580899160.6955","68789720000","73453200045.2018",,"73799327036.9215","73800365171.6439","81704814892.4295","80840093538.05",,"73470397513.4999","71222440868.421","74678607754.4702","68388734018.1699",,"59276594052.4408","70050339258.7137","70242770657.8076","69362544708.4573",,"63615694383.0558","62537132887.537","73188200329.555","80725949088.9328",,"87573650635.4491","83945012620.6198","80207072082.0592","90826184606.3205",,"89905962899.3263","88311979410.2531","89392816115.8918","86671265629.0292",,"86120228243.9345","82861886263.5318","82075550555.5784","84618625353.6095",,"80400108135.6507","81504815953.2573","81577191418.5049","85976746349.4476",,"93623649809.497","94724799785.1307","91910352115.8204","94034827900.3971",,"84621210780.6328","97359462548.9132","104101242707.919","95403153038.0166",,"99047026726.0425","101807442546.058","121209369002.255","121197546892.924",,"120688348510.286","121972651916.204","125819556939.979","132940141008.31",,"142194915102.069","151896426286.167","168759381844.073","165734615416.828",,"156922495208.416","152380016262.174","155126388481.155","155484609861.913",,"159042520960.411","170143668559.93","159084486788.254","155668122278.858",,"166698192770.462",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Allocated Reserves, Shares of other currencies, Percent","RAXGFXAROCRT_PT","Value","5.76709055106318","5.22885086530355","4.50364705326787","5.35566802508122","1.6772105033136",,,,,"1.49029044249545",,,,,"1.37866370340131",,,,,"1.64821388897718",,,,,"2.10317010513781",,,,,"2.14983938856847",,,,,"1.98662642241268",,,,,"2.07072895732442",,,,,"2.35317269964206",,,,,"2.70985455848087",,,,,"2.87088021084337",,,,,"4.2625283859724",,,,,"4.71877574898014",,,,,"2.99515174636167",,,,,"2.50762805483081",,,,,"2.71587241147704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Allocated Reserves, Shares of other currencies, Percent","RAXGFXAROCRT_PT","Value",,,,,,"1.71675938095484","1.7799141608963","1.87307764555517","1.6772105033136",,"1.65779630257645","1.5565488372205","1.29825200433147","1.49029044249545",,"1.44489059895887","1.38226536181598","1.45558565494401","1.37866370340131",,"1.38781691372886","1.70528591236504","1.8509253946573","1.64821388897718",,"1.81604269025133","1.91249126131254","1.81865751182383","2.10317010513781",,"2.01313521883551","1.9392060866945","1.98812289493871","2.14983938856847",,"2.04318469849487","1.91550984498104","2.0524009902529","1.98662642241268",,"1.71334763090227","1.92293530690912","1.95447120551888","2.07072895732442",,"2.09148616395893","2.23297984236004","2.47278734218669","2.35317269964206",,"2.7655789610027","2.85343124556531","2.75009962547847","2.70985455848087",,"2.38165772049672","2.41472980970333","2.75889522950526","2.87088021084337",,"3.14045499050954","3.43295496690275","4.17871247672571","4.2625283859724",,"4.25827558834508","4.72227403625754","4.44494676668058","4.71877574898014",,"4.82382006482138","4.77420581813697","5.29023405867763","2.99515174636167",,"3.24008350735691","2.34254958445958","2.43721190651359","2.50762805483081",,"2.64504846963389","2.63051822606116","2.71119210414458","2.71587241147704",,"2.64865515155474",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","Value","17.8861005328536","10.5159655241795","9.89038269174208","9.71701941663653","10.1092751030748",,,,,"9.2008579057507",,,,,"10.1195205219297",,,,,"11.318321138436",,,,,"11.8160991680269",,,,,"11.7705426098412",,,,,"12.2913347924854",,,,,"11.9039181694036",,,,,"11.1981219266091",,,,,"11.6633391108707",,,,,"12.4609354490367",,,,,"12.2647503135372",,,,,"11.2067427878614",,,,,"10.9971316485752",,,,,"10.8850494796194",,,,,"10.9070826610479",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","Value",,,,,,"9.6754400127272","9.9360038081461","9.92064456910731","10.1092751030748",,"10.2582371317857","9.89477526270183","9.6539081203955","9.2008579057507",,"9.47172668537878","9.60603016448974","9.56258473911511","10.1195205219297",,"10.5222684981984","11.2322151144009","11.1932792152875","11.318321138436",,"11.4788042806864","11.4254192976476","11.6411571904568","11.8160991680269",,"11.5866173612282","11.83876453792","11.8542210408124","11.7705426098412",,"12.1401993123521","12.3173177814283","12.3605188260918","12.2913347924854",,"12.3257519980935","12.2724603743112","12.0833081079303","11.9039181694036",,"11.7340440486024","11.5289761114258","11.1355719165197","11.1981219266091",,"11.3671416073864","11.6691047224955","11.4730090283446","11.6633391108707",,"12.1931465132553","12.1629657634826","12.1904829588407","12.4609354490367",,"12.4798905422579","12.2482055324374","12.1862391948696","12.2647503135372",,"12.6906960791667","12.5105847605821","11.658649027221","11.2067427878614",,"11.4534729533652","11.0435789782016","10.9233117502532","10.9971316485752",,"11.0435398379305","11.0615719771713","10.9267225600478","10.8850494796194",,"10.8155844277692","10.8425831007905","11.0792424761278","10.9070826610479",,"10.6445468507501",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Australian dollars, US Dollars","RAXGFXARAUD_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48889228792.2638",,,,,"58449841500.0677",,,,,"53966277671.7523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Australian dollars, US Dollars","RAXGFXARAUD_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48889228792.2638",,"52340449500.2178","50270497101.6908","49555531138.9704","58449841500.0677",,"59430486346.399","60144158334.2757","58748533443.3701","53966277671.7523",,"51166085045.1938",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Canadian dollars, US Dollars","RAXGFXARCAD_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58462831784.1856",,,,,"60667715969.8316",,,,,"62839258367.1055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Canadian dollars, US Dollars","RAXGFXARCAD_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58462831784.1856",,"61955219749.7265","57466139416.2978","58597090444.4643","60667715969.8316",,"66353008510.7455","70900920463.3353","64773550181.8883","62839258367.1055",,"60893861105.56",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","Value",,,,,"63575662079.1551",,,,,"73307271423.5079",,,,,"87112174855.5163",,,,,"124574746569.165",,,,,"193501477553.509",,,,,"233354039039.857",,,,,"287551534422.728",,,,,"382732458827.569",,,,,"544776876147.085",,,,,"581758308620.561",,,,,"641968472098.374",,,,,"669766169219.637",,,,,"695310867295.257",,,,,"656972901396.166",,,,,"658042980596.668",,,,,"660523027816.407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","Value",,,,,,"55830450083.04","55092440662.4","59642400031.22","63575662079.1551",,"69208682419.04","68653846858.389","66612154322.7244","73307271423.5079",,"76266742332.32","77794718656.6218","85594288010.237","87112174855.5163",,"85691059007.1106","96346081544.8811","112590101443.81","124574746569.165",,"141452337186.089","154019611164.235","167940961397.368","193501477553.509",,"204496810887.331","206737876150.75","215251514219.984","233354039039.857",,"253566220647.938","274273063581.535","274488462289.027","287551534422.728",,"312994018553.4","330739505483.783","346229190986.878","382732458827.569",,"423041060874.591","463003362378.226","508279804111.741","544776876147.085",,"584857851012.621","618621762403.21","596148997795.876","581758308620.561",,"563491207145.408","607465906424.438","630005976668.902","641968472098.374",,"625797753331.731","602398434389.708","665593826265.722","669766169219.637",,"696337941443.544","738030014625.013","712684395336.316","695310867295.257",,"698965090478.307","673482924991.056","660674705470.647","656972901396.166",,"644085415185.475","645335023236.91","653405637386.863","658042980596.668",,"763431271230.773","759583847217.193","707725316210.225","660523027816.407",,"589099351409.053",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","Value","15946459145","17358388000","16326258000","14054066412.4839","14485494853.076",,,,,"11237927736.63",,,,,"10801093842.5713",,,,,"19371859397.1327",,,,,"17612228321.3981",,,,,"22914379713.5072",,,,,"25934540132.2444",,,,,"30345821908.8048",,,,,"45050092797.9271",,,,,"51931333698.5195",,,,,"37600015473.7919",,,,,"67624405760.8952",,,,,"70972630219.542",,,,,"83073999078.3964",,,,,"82496692944.2696",,,,,"85386052454.6362",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","Value",,,,,,"14319979464.22","13092845820.34","13936310366.9","14485494853.076",,"14960158463.84","12666861424.0863","12475650237.94","11237927736.63",,"9639617482.31701","9690275387.19042","10768177949.7457","10801093842.5713",,"9848882429.41423","20176319684.9933","19184012805.7492","19371859397.1327",,"19579309218.8822","18513484024.0072","16270251482.2853","17612228321.3981",,"20843292353.2697","21160794570.6315","20324621170.6291","22914379713.5072",,"24607997206.3344","24336055887.6333","24360952401.4557","25934540132.2444",,"20746385270.5393","22502387774.8155","22911805961.5639","30345821908.8048",,"30015829724.6952","32282289417.395","33349956983.8236","45050092797.9271",,"53965353812.0248","63223472438.5681","62033463626.0473","51931333698.5195",,"29142903121.1591","32151721385.1506","36677443724.7336","37600015473.7919",,"40244716901.8089","50964691636.8484","57402731936.5837","67624405760.8952",,"72861128035.5638","83096159900.4257","80815154879.0511","70972630219.542",,"77786054255.3016","79015063247.2536","88125985756.5474","83073999078.3964",,"79261922840.9505","80941277938.901","80116795314.8295","82496692944.2696",,"90049353361.6565","87579828748.077","87749004914.9896","85386052454.6362",,"91427165774.9478",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Allocated Reserves, Shares of Japanese yen, Percent","RAXGFXARJPYRT_PT","Value","5.97472184782794","5.54094884995001","4.54382023464833","3.95356936002684","3.9480426738273",,,,,"2.75293851028506",,,,,"2.43268445969805",,,,,"3.80204331007532",,,,,"2.68090061942084",,,,,"2.79941857969715",,,,,"2.56934291611949",,,,,"2.29790752684184",,,,,"2.3225442864282",,,,,"2.61631600806515",,,,,"1.77044049974174",,,,,"2.80609961408401",,,,,"2.74709911674018",,,,,"2.99744163322044",,,,,"2.94603610628743",,,,,"2.55129232270139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Allocated Reserves, Shares of Japanese yen, Percent","RAXGFXARJPYRT_PT","Value",,,,,,"4.23424487326962","3.71479038962879","3.91837051732447","3.9480426738273",,"3.93691134593195","3.36900232827727","3.20026435440578","2.75293851028506",,"2.31326365651736","2.24070990596052","2.38223704399131","2.43268445969805",,"2.20834083205679","4.23985432890565","3.94294695182695","3.80204331007532",,"3.62431765257752","3.20476730407957","2.71571461622989","2.68090061942084",,"3.01779135932407","3.00874789105974","2.77868670981765","2.79941857969715",,"2.85844433990828","2.69525852794066","2.58391026961278","2.56934291611949",,"1.91178999138676","1.9700849426912","1.88949030752013","2.29790752684184",,"2.03021008018899","1.96467669046312","1.89416199544569","2.3225442864282",,"2.5651855735008","2.88939431927588","2.85774566674738","2.61631600806515",,"1.53032070481212","1.6235252057949","1.79052155562532","1.77044049974174",,"1.8633943906096","2.33278092785491","2.43755053908544","2.80609961408401",,"2.86289734149313","3.15047074106183","3.09222466857219","2.74709911674018",,"2.95188007144802","2.96771718654881","3.22026872330635","2.99744163322044",,"2.84322789657251","2.91324496030818","2.8526173732327","2.94603610628743",,"2.58932557130265","2.48688942187476","2.52472738128469","2.55129232270139",,"2.83960801003828",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Allocated Reserves, Shares of pounds sterling, Percent","RAXGFXARGBPRT_PT","Value","2.19567902086326","2.20045667474518","2.27448312689374","2.25667731095082","2.53727436321642",,,,,"2.62532524575771",,,,,"2.76434555106884",,,,,"3.19060492710447",,,,,"4.12475196968908",,,,,"5.40606243790784",,,,,"5.61410279751746",,,,,"6.46416521424991",,,,,"6.32978237692091",,,,,"5.96562818430247",,,,,"5.98437868292396",,,,,"5.60149554654097",,,,,"5.41180688860494",,,,,"5.28079452489004",,,,,"5.19866162601757",,,,,"4.50969593066789",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Allocated Reserves, Shares of pounds sterling, Percent","RAXGFXARGBPRT_PT","Value",,,,,,"2.30532243261299","2.25659319084052","2.21101858522968","2.53727436321642",,"2.91793213425985","2.86327435388151","2.59380992921752","2.62532524575771",,"2.62798266106359","2.56166923408407","2.53485188438962","2.76434555106884",,"2.75127290733382","3.16031175224608","3.20410542611512","3.19060492710447",,"3.19736563056958","3.25758017580268","3.26686928692068","4.12475196968908",,"4.47555358048862","4.34014042776118","4.86598572352461","5.40606243790784",,"5.85832962711646","5.68841440433931","5.78893510432463","5.61410279751746",,"6.17639041548355","6.48991768353489","6.4207740077225","6.46416521424991",,"6.47809841602393","6.41181936170076","6.31350018521157","6.32978237692091",,"6.26716673665941","6.29418239005046","6.1898967371214","5.96562818430247",,"5.4785277178166","6.00267485338073","6.18105264973841","5.98437868292396",,"6.15332885082297","6.23137568573011","5.92607284892345","5.60149554654097",,"5.7865692657635","5.72596193087336","5.51157755477499","5.41180688860494",,"5.47737709923592","5.44996516719524","5.4505418597846","5.28079452489004",,"5.01777965117881","4.94419641687815","5.04026388748755","5.19866162601757",,"4.68221219579415","4.59609851943112","4.54247337901802","4.50969593066789",,"4.62615868927971",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Allocated Reserves, Shares of Swiss francs, Percent","RAXGFXARCHFRT_PT","Value","0.762741883809581","0.719434213750815","0.605404019999237","0.569399933142995","0.499772036097573",,,,,"0.220819944260881",,,,,"0.103305162452202",,,,,"0.136927235147413",,,,,"0.130600098867887",,,,,"0.143134394146137",,,,,"0.0708631388995561",,,,,"0.0861954064242741",,,,,"0.0863164852366708",,,,,"0.0929315039664246",,,,,"0.0371422762986354",,,,,"0.0591768189861235",,,,,"0.0666248508141058",,,,,"0.15798988665918",,,,,"0.124785758291701",,,,,"0.0737544185911248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Allocated Reserves, Shares of Swiss francs, Percent","RAXGFXARCHFRT_PT","Value",,,,,,"0.546432301466155","0.512668932582769","0.514820751848202","0.499772036097573",,"0.256245106318277","0.236607818130762","0.214615746248285","0.220819944260881",,"0.191922649895799","0.149112438759138","0.0665294964160708","0.103305162452202",,"0.1123757095427","0.117557213651501","0.112837973478859","0.136927235147413",,"0.141259102135128","0.121248928891862","0.120817071537569","0.130600098867887",,"0.158583027265801","0.16143900549896","0.157780897767657","0.143134394146137",,"0.122689331803935","0.0838357906273567","0.0783714045762626","0.0708631388995561",,"0.061502950962023","0.0365977257530907","0.0640049186985829","0.0861954064242741",,"0.0848871283413457","0.0615523968608426","0.0634443266167444","0.0863164852366708",,"0.106878361474321","0.118818250679827","0.122178769777793","0.0929315039664246",,"0.0822767476533414","0.0778477538375656","0.037910434404386","0.0371422762986354",,"0.0504513445063244","0.0475160168132992","0.0769574284752186","0.0591768189861235",,"0.0632319844163614","0.0561850045923768","0.0907004833349102","0.0666248508141058",,"0.0929342897913874","0.0817951715262312","0.184691330117212","0.15798988665918",,"0.117858661888445","0.115027538357046","0.121454990101757","0.124785758291701",,"0.0988076560129955","0.0975466168508901","0.0968357495327446","0.0737544185911248",,"0.0626950280252795",,,,,,,,,,,,,,,,,,,,,,,,,,,
